model,seed,arm,phase,evaluation_set,family,depth,score_key,method,target_control,tasks,rows,mrr,correct_mass,hit@1,hit@8,hit@16,hit@32,hit@64,hit@100,hit@125,iid_pass@1,iid_pass@8,iid_pass@16,iid_pass@32,iid_pass@64,iid_pass@100,iid_pass@125
Qwen/Qwen3-0.6B,0,atomic_control,,dev_D,D,3,score,bigram,shuffled_program_bias,200,200,0.030069787851075235,5.808487663498142e-05,0.0,0.0,0.11,0.345,0.59,0.885,1.0,5.808487663498142e-05,0.0004626094477300712,0.0009205353833173209,0.0018226316249347863,0.003573790314474612,0.005463828267716616,0.0067294262299476704
Qwen/Qwen3-0.6B,0,atomic_control,,dev_D,D,3,score,positional_bigram,own_target,200,200,0.04937731741487779,0.005842161490706859,0.0,0.075,0.235,0.445,0.735,0.945,1.0,0.005842161490706859,0.03935373266245386,0.06667207166804301,0.10282175048920145,0.14470503367064616,0.17372809345302875,0.18880711407786346
Qwen/Qwen3-0.6B,0,atomic_control,,dev_D,D,3,score,positional_bigram,minus_bias_only,200,200,0.023978897787401747,0.0005581273863492509,0.0,0.0,0.07,0.165,0.665,0.945,1.0,0.0005581273863492509,0.00440312806675501,0.008668480912362013,0.016808498726531593,0.03167105105537358,0.04643892000630378,0.05566028806530214
Qwen/Qwen3-0.6B,0,atomic_control,,dev_D,D,3,score,positional_bigram,shuffled_program_bias,200,200,0.030069787851075235,5.8084876634981784e-05,0.0,0.0,0.11,0.345,0.59,0.885,1.0,5.8084876634981784e-05,0.000462609447730074,0.0009205353833173266,0.0018226316249347974,0.0035737903144746324,0.005463828267716646,0.006729426229947706
Qwen/Qwen3-0.6B,0,atomic_control,,dev_D,D,3,score,full,own_target,200,200,0.08352663198072624,0.019022661899426405,0.015,0.145,0.23,0.43,0.72,0.895,1.0,0.019022661899426405,0.10335030587654266,0.15040391896861233,0.19873775427558102,0.2508832565410834,0.28873805390736396,0.30917793556384254
Qwen/Qwen3-0.6B,0,atomic_control,,dev_D,D,3,score,full,minus_bias_only,200,200,0.02446960195949753,0.0015428158469353187,0.0,0.04,0.04,0.25,0.56,0.935,1.0,0.0015428158469353187,0.011816278124601953,0.022539213499911944,0.04130353660378822,0.07114713562859287,0.09709996661442422,0.11222296590340912
Qwen/Qwen3-0.6B,0,atomic_control,,dev_D,D,3,score,full,shuffled_program_bias,200,200,0.03040765067873374,0.0002796790226575644,0.0,0.0,0.125,0.355,0.61,0.9,1.0,0.0002796790226575644,0.002139727875344662,0.004075699545761888,0.007443525764197603,0.0127108548395186,0.0171437643338842,0.01964104712055894
Qwen/Qwen3-0.6B,0,atomic_control,,dev_D,D,3,score,train_frequency,task_blind,200,200,0.009928731380612718,0.00038285714285714296,0.0,0.0,0.0,0.0,0.0,0.45778985507246367,1.0,0.00038285714285714296,0.0030587359011821046,0.00610807009760975,0.012178649986015855,0.024208266866993178,0.03756573591336095,0.046733520136476
Qwen/Qwen3-0.6B,0,atomic_control,,dev_D,D,3,score,train_antifrequency,task_blind,200,200,0.09629412926192338,0.020727741592707474,0.021847826086956505,0.17464734299516904,0.3489855072463767,0.696734299516908,1.0,1.0,1.0,0.020727741592707474,0.1542278953319737,0.2845821770612862,0.4879646202091368,0.7374999728884662,0.8761200363293937,0.9264430848377105
Qwen/Qwen3-0.6B,0,atomic_control,,dev_D,D,3,score,train_unseen_first,task_blind,200,200,0.09629412926192338,0.013388846938305984,0.021847826086956505,0.17464734299516904,0.3489855072463767,0.696734299516908,1.0,1.0,1.0,0.013388846938305984,0.10220143852151051,0.19391511682023427,0.35010339700845594,0.5773720255474154,0.739434274644957,0.8137314603659405
