model,seed,arm,evaluation_set,family,depth,score_key,method,target_control,tasks,mrr,correct_mass,hit@1,hit@8,hit@16,hit@32,hit@64,hit@100,hit@125,iid_pass@1,iid_pass@8,iid_pass@16,iid_pass@32,iid_pass@64,iid_pass@100,iid_pass@125
Qwen/Qwen3-0.6B,0,atomic_control,dev_C,C,3,score,full,own_target,200,0.09474451128795135,0.022610409684225036,0.035,0.19,0.31,0.505,0.815,0.96,1.0,0.022610409684225036,0.12762830583596899,0.19783871459138136,0.28299560903619275,0.3766769775097172,0.43931688509416117,0.47071191343365165
Qwen/Qwen3-0.6B,0,atomic_control,dev_D,D,3,score,raw,own_target,200,0.02943784789813014,4.1378708000488656e-05,0.0,0.015,0.125,0.285,0.655,0.97,1.0,4.1378708000488656e-05,0.0003295085606974477,0.0006555805359250781,0.0012976668631692514,0.0025433001670965506,0.0038870185573810488,0.004786701386298823
Qwen/Qwen3-0.6B,0,atomic_control,dev_D,D,3,score,unigram,own_target,200,0.035912819051278536,0.0001339943711034606,0.0,0.04,0.16,0.355,0.75,0.97,1.0,0.0001339943711034606,0.0010486904496803066,0.0020467942674090374,0.003906482611101531,0.007169710221363126,0.010282564952177489,0.012183607852933313
Qwen/Qwen3-0.6B,0,atomic_control,dev_D,D,3,score,bigram,own_target,200,0.04937731741487779,0.005842161490706888,0.0,0.075,0.235,0.445,0.735,0.945,1.0,0.005842161490706888,0.03935373266245406,0.06667207166804336,0.10282175048920195,0.1447050336706468,0.17372809345302948,0.1888071140778642
Qwen/Qwen3-0.6B,0,atomic_control,dev_D,D,3,score,full,own_target,200,0.08352663198072624,0.019022661899426405,0.015,0.145,0.23,0.43,0.72,0.895,1.0,0.019022661899426405,0.10335030587654266,0.15040391896861233,0.19873775427558102,0.2508832565410834,0.28873805390736396,0.30917793556384254
Qwen/Qwen3-0.6B,0,composition,dev_A,A,3,score,raw,own_target,200,0.3113627402550606,0.11010495039336109,0.17,0.58,0.665,0.855,0.99,1.0,1.0,0.11010495039336109,0.4209076741488995,0.5660581017144619,0.7121162648676048,0.8371939094678115,0.8990160858309351,0.923599976718821
Qwen/Qwen3-0.6B,0,composition,dev_A,A,3,score,unigram,own_target,200,0.22108255130442803,0.09850150395424462,0.125,0.385,0.575,0.81,0.975,1.0,1.0,0.09850150395424462,0.3481616134485936,0.47870497152121877,0.6274687999197337,0.7690874126155945,0.8420392372181931,0.8712213269943176
Qwen/Qwen3-0.6B,0,composition,dev_A,A,3,score,bigram,own_target,200,0.26741747282745715,0.09384080058576885,0.145,0.44,0.63,0.8,0.97,0.995,1.0,0.09384080058576885,0.36496734289089083,0.502055729466007,0.6461287212272027,0.7815736741356014,0.8559892686185833,0.8873266214267759
Qwen/Qwen3-0.6B,0,composition,dev_A,A,3,score,full,own_target,200,0.24973226473474677,0.09556876194260115,0.135,0.435,0.56,0.8,0.97,0.995,1.0,0.09556876194260115,0.36226448233154757,0.4914889894730661,0.6287434749591059,0.7662036942800722,0.8453903432118136,0.8791950768362505
Qwen/Qwen3-0.6B,0,composition,dev_B,B,3,score,raw,own_target,200,0.01568424818382714,0.0020666778565608807,0.0,0.0,0.0,0.075,0.35,0.74,1.0,0.0020666778565608807,0.01623114207902773,0.03179640309085506,0.061079360573188836,0.11317376300738406,0.1632836057752916,0.19379169065689963
Qwen/Qwen3-0.6B,0,composition,dev_B,B,3,score,unigram,own_target,200,0.01572864082166753,0.0014867665400993795,0.0,0.0,0.015,0.045,0.325,0.76,1.0,0.0014867665400993795,0.011753592599681057,0.023193190052953856,0.04517485858685564,0.08583422168833542,0.1269175169121529,0.15290946413382123
Qwen/Qwen3-0.6B,0,composition,dev_B,B,3,score,bigram,own_target,200,0.06256087671990328,0.01335419088495777,0.005,0.135,0.285,0.54,0.76,0.94,1.0,0.01335419088495777,0.09824198690265082,0.17991157250862472,0.30771646626215654,0.47653071674613157,0.5931367401592947,0.6494226116055449
Qwen/Qwen3-0.6B,0,composition,dev_B,B,3,score,full,own_target,200,0.09297783684294092,0.01928544895029777,0.015,0.22,0.37,0.575,0.805,0.955,1.0,0.01928544895029777,0.13116015430421465,0.22652755354740856,0.36267271573956533,0.5320558976858202,0.6469268101244802,0.7021042818482778
Qwen/Qwen3-0.6B,0,composition,dev_C,C,3,score,raw,own_target,200,0.2766164866655184,0.08103635418526021,0.17,0.445,0.615,0.845,0.96,0.985,1.0,0.08103635418526021,0.3507390855386683,0.49597033148591635,0.6548579966401982,0.7967367153357042,0.8650775186558195,0.8912936636798534
Qwen/Qwen3-0.6B,0,composition,dev_C,C,3,score,unigram,own_target,200,0.2038914976568563,0.07668312429114853,0.115,0.38,0.485,0.755,0.95,0.98,1.0,0.07668312429114853,0.30235919707102155,0.4282100578514529,0.5774299869669189,0.7254243420849704,0.8033058949606038,0.834754779837594
Qwen/Qwen3-0.6B,0,composition,dev_C,C,3,score,bigram,own_target,200,0.17660288545039207,0.06459839026904034,0.08,0.355,0.535,0.75,0.92,0.975,1.0,0.06459839026904034,0.28288099967680824,0.41142429231880356,0.5649306809875267,0.7218254608292122,0.8088435150612657,0.8449674358896414
