seed,arm,task_id,task_fingerprint,best_rank,correct_programs,entropy_nats,effective_programs,correct_mass,correct_entropy_nats
83000,random,s4c-1c46cc13da23f17827f45a3f,1c46cc13da23f17827f45a3fd338dfafe1d047c989943584014572d75ae32682,21,1,4.269812821412649,71.50824955333051,0.015760604386841303,-0.0
83000,random,s4c-1c67f791a65f7c152b2d33d0,1c67f791a65f7c152b2d33d06f40a4182dd80a82d8503f513b75e17f48843698,1,1,4.294080899688909,73.26484574795232,0.04379589528472061,-0.0
83000,random,s4c-1c992e0896a348b8a107cbb7,1c992e0896a348b8a107cbb7620635dd248fd99ec6de47104daaba3fe0b5641c,55,1,3.7644191878987994,43.13864313623509,0.0026759655177692196,-0.0
83000,random,s4c-1ccf264f5288184f3615a753,1ccf264f5288184f3615a7530e68c774c4dc40f5c4dc92daa9c376b81d8b87b5,57,1,4.260482316858521,70.84414454061987,0.0054427403844913074,-0.0
83000,random,s4c-1d5f3c0e5bf959693c4e3cb4,1d5f3c0e5bf959693c4e3cb4bc4115500d97656324bd6b9957815cd62dd10095,8,3,3.4829090430455785,32.554286283617756,0.10055485526399349,0.9384762196151726
83000,random,s4c-1d7b53df5080b630234d6c9a,1d7b53df5080b630234d6c9a4ad23c364015151ed5e78709327f7a0a9b98f1c7,20,3,4.267925368239707,71.37340837405614,0.026724313055547462,0.7391260533230687
83000,random,s4c-1fdee130ed388bf944994716,1fdee130ed388bf94499471691cf898e8b31ebc8536235c38a98dc251b468bd2,27,2,4.208046737705536,67.22510322746886,0.0276261448517931,0.6926038550656145
83000,random,s4c-204ec09bcadb2d58f0ca7b2a,204ec09bcadb2d58f0ca7b2ab7b8d113506e22848322997d0bf09b94f9a9c1f0,59,1,4.003808415590016,54.80647892862255,0.004049350292003015,-0.0
83000,random,s4c-2119e060cc8c1a15d686c091,2119e060cc8c1a15d686c091fc55c8d3b572bee9d666c4f938c3326de215e233,44,3,4.288349169762958,72.8461126180409,0.019907769445334452,1.0635420770329718
83000,random,s4c-215bc4f20e4aced8a9acb385,215bc4f20e4aced8a9acb3857052073e927e523d53ca83d8515c6f591041303f,111,1,3.7313248838045348,41.73436473560893,0.0001965851599953077,-0.0
83000,random,s4c-2180e2708998aa5fa75f396a,2180e2708998aa5fa75f396a6a4946011129c426b12ac82173b04220ed09586b,31,3,4.080492898460882,59.17462974678321,0.02364681422196365,1.089717854626093
