split,depth,k,atomic_control,composition,delta,delta_ci95_low,delta_ci95_high,sign_flip_p
capacity_d3_heldout,3,113,0.9644444444444445,1.0,0.035555555555555556,0.011651929279169651,0.05945918183194146,
capacity_d3_heldout,3,114,0.9666666666666667,1.0,0.03333333333333333,0.01899115756750179,0.047675509099164876,
capacity_d3_heldout,3,115,0.9700000000000001,1.0,0.03,0.01565782423416846,0.044342175765831535,
capacity_d3_heldout,3,116,0.9722222222222223,1.0,0.02777777777777778,0.015129167665788583,0.040426387889766977,
capacity_d3_heldout,3,117,0.9766666666666666,1.0,0.023333333333333334,0.006772415254997801,0.03989425141166887,
capacity_d3_heldout,3,118,0.98,1.0,0.02,0.011719540960832232,0.028280459039167767,
capacity_d3_heldout,3,119,0.9822222222222222,1.0,0.017777777777777778,0.008216327267223418,0.027339228288332136,
capacity_d3_heldout,3,120,0.9844444444444443,1.0,0.015555555555555557,0.005994105045001197,0.025117006066109917,
capacity_d3_heldout,3,121,0.9877777777777778,1.0,0.012222222222222223,-0.00042638788976697567,0.02487083233421142,
capacity_d3_heldout,3,122,0.991111111111111,1.0,0.008888888888888889,-0.01194980937569703,0.02972758715347481,
capacity_d3_heldout,3,123,0.9944444444444445,1.0,0.005555555555555556,-0.0070930545564336445,0.018204165667544757,
capacity_d3_heldout,3,124,0.9988888888888888,1.0,0.0011111111111111111,-0.0036696141441660687,0.005891836366388291,
capacity_d3_heldout,3,125,1.0,1.0,0.0,0.0,0.0,
