split,seed,k,n,atomic_control,composition,delta
capacity_d3_heldout,2,4,300,0.03333333333333333,0.36,0.32666666666666666
capacity_d3_heldout,0,5,300,0.06,0.3933333333333333,0.3333333333333333
capacity_d3_heldout,1,5,300,0.06333333333333334,0.47333333333333333,0.41
capacity_d3_heldout,2,5,300,0.04666666666666667,0.4266666666666667,0.38
capacity_d3_heldout,0,6,300,0.07666666666666666,0.42,0.3433333333333333
capacity_d3_heldout,1,6,300,0.08,0.53,0.45
capacity_d3_heldout,2,6,300,0.06666666666666667,0.47333333333333333,0.4066666666666667
capacity_d3_heldout,0,7,300,0.09,0.4766666666666667,0.38666666666666666
capacity_d3_heldout,1,7,300,0.09,0.5833333333333334,0.49333333333333335
capacity_d3_heldout,2,7,300,0.08666666666666667,0.5066666666666667,0.42
capacity_d3_heldout,0,8,300,0.10666666666666667,0.5133333333333333,0.4066666666666667
capacity_d3_heldout,1,8,300,0.09333333333333334,0.61,0.5166666666666667
capacity_d3_heldout,2,8,300,0.10333333333333333,0.5433333333333333,0.44
capacity_d3_heldout,0,9,300,0.12,0.55,0.43
capacity_d3_heldout,1,9,300,0.09333333333333334,0.6433333333333333,0.55
capacity_d3_heldout,2,9,300,0.11666666666666667,0.5733333333333334,0.45666666666666667
capacity_d3_heldout,0,10,300,0.12666666666666668,0.5733333333333334,0.44666666666666666
capacity_d3_heldout,1,10,300,0.09666666666666666,0.6633333333333333,0.5666666666666667
capacity_d3_heldout,2,10,300,0.13333333333333333,0.5866666666666667,0.4533333333333333
capacity_d3_heldout,0,11,300,0.13666666666666666,0.6,0.4633333333333333
capacity_d3_heldout,1,11,300,0.10666666666666667,0.6833333333333333,0.5766666666666667
capacity_d3_heldout,2,11,300,0.14333333333333334,0.6166666666666667,0.47333333333333333
capacity_d3_heldout,0,12,300,0.15666666666666668,0.6333333333333333,0.4766666666666667
capacity_d3_heldout,1,12,300,0.11666666666666667,0.7,0.5833333333333334
capacity_d3_heldout,2,12,300,0.15666666666666668,0.65,0.49333333333333335
capacity_d3_heldout,0,13,300,0.16666666666666666,0.6566666666666666,0.49
capacity_d3_heldout,1,13,300,0.13,0.7266666666666667,0.5966666666666667
capacity_d3_heldout,2,13,300,0.16333333333333333,0.7,0.5366666666666666
capacity_d3_heldout,0,14,300,0.17666666666666667,0.68,0.5033333333333333
capacity_d3_heldout,1,14,300,0.14333333333333334,0.7666666666666667,0.6233333333333333
capacity_d3_heldout,2,14,300,0.17,0.7266666666666667,0.5566666666666666
capacity_d3_heldout,0,15,300,0.19333333333333333,0.7133333333333334,0.52
capacity_d3_heldout,1,15,300,0.15,0.78,0.63
capacity_d3_heldout,2,15,300,0.17666666666666667,0.74,0.5633333333333334
capacity_d3_heldout,0,16,300,0.2,0.7266666666666667,0.5266666666666666
capacity_d3_heldout,1,16,300,0.16,0.8033333333333333,0.6433333333333333
capacity_d3_heldout,2,16,300,0.18333333333333332,0.7633333333333333,0.58
capacity_d3_heldout,0,17,300,0.21,0.7533333333333333,0.5433333333333333
capacity_d3_heldout,1,17,300,0.16666666666666666,0.8333333333333334,0.6666666666666666
capacity_d3_heldout,2,17,300,0.19666666666666666,0.7866666666666666,0.59
capacity_d3_heldout,0,18,300,0.22,0.7733333333333333,0.5533333333333333
capacity_d3_heldout,1,18,300,0.18,0.8466666666666667,0.6666666666666666
capacity_d3_heldout,2,18,300,0.21,0.8033333333333333,0.5933333333333334
capacity_d3_heldout,0,19,300,0.24,0.8,0.56
capacity_d3_heldout,1,19,300,0.18,0.8533333333333334,0.6733333333333333
capacity_d3_heldout,2,19,300,0.21666666666666667,0.8166666666666667,0.6
capacity_d3_heldout,0,20,300,0.2633333333333333,0.8066666666666666,0.5433333333333333
capacity_d3_heldout,1,20,300,0.18666666666666668,0.8633333333333333,0.6766666666666666
capacity_d3_heldout,2,20,300,0.21666666666666667,0.8333333333333334,0.6166666666666667
capacity_d3_heldout,0,21,300,0.2733333333333333,0.8166666666666667,0.5433333333333333
capacity_d3_heldout,1,21,300,0.20333333333333334,0.8666666666666667,0.6633333333333333
capacity_d3_heldout,2,21,300,0.22333333333333333,0.8366666666666667,0.6133333333333333
capacity_d3_heldout,0,22,300,0.28,0.8266666666666667,0.5466666666666666
capacity_d3_heldout,1,22,300,0.21666666666666667,0.8733333333333333,0.6566666666666666
capacity_d3_heldout,2,22,300,0.22666666666666666,0.8466666666666667,0.62
capacity_d3_heldout,0,23,300,0.29333333333333333,0.8366666666666667,0.5433333333333333
capacity_d3_heldout,1,23,300,0.22,0.89,0.67
capacity_d3_heldout,2,23,300,0.23,0.8633333333333333,0.6333333333333333
capacity_d3_heldout,0,24,300,0.31333333333333335,0.8433333333333334,0.53
capacity_d3_heldout,1,24,300,0.24333333333333335,0.8966666666666666,0.6533333333333333
capacity_d3_heldout,2,24,300,0.25333333333333335,0.87,0.6166666666666667
capacity_d3_heldout,0,25,300,0.32666666666666666,0.85,0.5233333333333333
capacity_d3_heldout,1,25,300,0.25,0.9,0.65
capacity_d3_heldout,2,25,300,0.26666666666666666,0.8766666666666667,0.61
capacity_d3_heldout,0,26,300,0.3433333333333333,0.8666666666666667,0.5233333333333333
capacity_d3_heldout,1,26,300,0.25666666666666665,0.9033333333333333,0.6466666666666666
capacity_d3_heldout,2,26,300,0.28,0.8833333333333333,0.6033333333333334
capacity_d3_heldout,0,27,300,0.3566666666666667,0.89,0.5333333333333333
capacity_d3_heldout,1,27,300,0.27,0.9266666666666666,0.6566666666666666
capacity_d3_heldout,2,27,300,0.30333333333333334,0.8866666666666667,0.5833333333333334
capacity_d3_heldout,0,28,300,0.36666666666666664,0.8966666666666666,0.53
capacity_d3_heldout,1,28,300,0.2833333333333333,0.94,0.6566666666666666
capacity_d3_heldout,2,28,300,0.31,0.8966666666666666,0.5866666666666667
capacity_d3_heldout,0,29,300,0.37666666666666665,0.9066666666666666,0.53
capacity_d3_heldout,1,29,300,0.2866666666666667,0.9466666666666667,0.66
capacity_d3_heldout,2,29,300,0.3233333333333333,0.9133333333333333,0.59
capacity_d3_heldout,0,30,300,0.38,0.9133333333333333,0.5333333333333333
capacity_d3_heldout,1,30,300,0.3,0.9533333333333334,0.6533333333333333
capacity_d3_heldout,2,30,300,0.33,0.9233333333333333,0.5933333333333334
capacity_d3_heldout,0,31,300,0.38666666666666666,0.92,0.5333333333333333
capacity_d3_heldout,1,31,300,0.31,0.9633333333333334,0.6533333333333333
capacity_d3_heldout,2,31,300,0.3466666666666667,0.9233333333333333,0.5766666666666667
capacity_d3_heldout,0,32,300,0.4066666666666667,0.9233333333333333,0.5166666666666667
capacity_d3_heldout,1,32,300,0.3233333333333333,0.9666666666666667,0.6433333333333333
capacity_d3_heldout,2,32,300,0.36,0.9233333333333333,0.5633333333333334
capacity_d3_heldout,0,33,300,0.43,0.93,0.5
capacity_d3_heldout,1,33,300,0.3333333333333333,0.9666666666666667,0.6333333333333333
capacity_d3_heldout,2,33,300,0.38,0.9433333333333334,0.5633333333333334
capacity_d3_heldout,0,34,300,0.44,0.9366666666666666,0.49666666666666665
capacity_d3_heldout,1,34,300,0.34,0.97,0.63
capacity_d3_heldout,2,34,300,0.4066666666666667,0.9466666666666667,0.54
capacity_d3_heldout,0,35,300,0.44333333333333336,0.9433333333333334,0.5
capacity_d3_heldout,1,35,300,0.3566666666666667,0.9733333333333334,0.6166666666666667
capacity_d3_heldout,2,35,300,0.43,0.95,0.52
capacity_d3_heldout,0,36,300,0.44666666666666666,0.9433333333333334,0.49666666666666665
capacity_d3_heldout,1,36,300,0.36333333333333334,0.9733333333333334,0.61
capacity_d3_heldout,2,36,300,0.44333333333333336,0.9533333333333334,0.51
capacity_d3_heldout,0,37,300,0.4633333333333333,0.9433333333333334,0.48
capacity_d3_heldout,1,37,300,0.37333333333333335,0.9733333333333334,0.6
capacity_d3_heldout,2,37,300,0.46,0.9566666666666667,0.49666666666666665
capacity_d3_heldout,0,38,300,0.47333333333333333,0.9433333333333334,0.47
capacity_d3_heldout,1,38,300,0.37666666666666665,0.9733333333333334,0.5966666666666667
capacity_d3_heldout,2,38,300,0.4766666666666667,0.9566666666666667,0.48
capacity_d3_heldout,0,39,300,0.48,0.9466666666666667,0.4666666666666667
capacity_d3_heldout,1,39,300,0.38,0.9766666666666667,0.5966666666666667
capacity_d3_heldout,2,39,300,0.49333333333333335,0.96,0.4666666666666667
capacity_d3_heldout,0,40,300,0.48333333333333334,0.95,0.4666666666666667
capacity_d3_heldout,1,40,300,0.38666666666666666,0.98,0.5933333333333334
capacity_d3_heldout,2,40,300,0.5033333333333333,0.97,0.4666666666666667
capacity_d3_heldout,0,41,300,0.4866666666666667,0.95,0.4633333333333333
capacity_d3_heldout,1,41,300,0.39666666666666667,0.9833333333333333,0.5866666666666667
capacity_d3_heldout,2,41,300,0.5166666666666667,0.97,0.4533333333333333
capacity_d3_heldout,0,42,300,0.49333333333333335,0.95,0.45666666666666667
capacity_d3_heldout,1,42,300,0.4033333333333333,0.9833333333333333,0.58
capacity_d3_heldout,2,42,300,0.5266666666666666,0.9733333333333334,0.44666666666666666
capacity_d3_heldout,0,43,300,0.49666666666666665,0.9566666666666667,0.46
capacity_d3_heldout,1,43,300,0.41333333333333333,0.9866666666666667,0.5733333333333334
capacity_d3_heldout,2,43,300,0.5366666666666666,0.9766666666666667,0.44
capacity_d3_heldout,0,44,300,0.5133333333333333,0.9566666666666667,0.44333333333333336
capacity_d3_heldout,1,44,300,0.4266666666666667,0.9866666666666667,0.56
capacity_d3_heldout,2,44,300,0.5433333333333333,0.98,0.43666666666666665
capacity_d3_heldout,0,45,300,0.52,0.9566666666666667,0.43666666666666665
capacity_d3_heldout,1,45,300,0.44,0.9866666666666667,0.5466666666666666
capacity_d3_heldout,2,45,300,0.5566666666666666,0.9833333333333333,0.4266666666666667
capacity_d3_heldout,0,46,300,0.53,0.9566666666666667,0.4266666666666667
capacity_d3_heldout,1,46,300,0.4533333333333333,0.99,0.5366666666666666
capacity_d3_heldout,2,46,300,0.56,0.9833333333333333,0.42333333333333334
capacity_d3_heldout,0,47,300,0.5333333333333333,0.9633333333333334,0.43
capacity_d3_heldout,1,47,300,0.4633333333333333,0.99,0.5266666666666666
capacity_d3_heldout,2,47,300,0.5733333333333334,0.9833333333333333,0.41
capacity_d3_heldout,0,48,300,0.55,0.9633333333333334,0.41333333333333333
capacity_d3_heldout,1,48,300,0.47333333333333333,0.99,0.5166666666666667
capacity_d3_heldout,2,48,300,0.58,0.9833333333333333,0.4033333333333333
capacity_d3_heldout,0,49,300,0.5566666666666666,0.9666666666666667,0.41
capacity_d3_heldout,1,49,300,0.48,0.99,0.51
capacity_d3_heldout,2,49,300,0.59,0.9866666666666667,0.39666666666666667
capacity_d3_heldout,0,50,300,0.5733333333333334,0.9666666666666667,0.3933333333333333
capacity_d3_heldout,1,50,300,0.5,0.99,0.49
capacity_d3_heldout,2,50,300,0.6033333333333334,0.9866666666666667,0.38333333333333336
capacity_d3_heldout,0,51,300,0.58,0.97,0.39
capacity_d3_heldout,1,51,300,0.5166666666666667,0.99,0.47333333333333333
capacity_d3_heldout,2,51,300,0.6066666666666667,0.99,0.38333333333333336
capacity_d3_heldout,0,52,300,0.5866666666666667,0.97,0.38333333333333336
capacity_d3_heldout,1,52,300,0.53,0.99,0.46
capacity_d3_heldout,2,52,300,0.6133333333333333,0.99,0.37666666666666665
capacity_d3_heldout,0,53,300,0.59,0.97,0.38
capacity_d3_heldout,1,53,300,0.54,0.99,0.45
capacity_d3_heldout,2,53,300,0.6166666666666667,0.9933333333333333,0.37666666666666665
capacity_d3_heldout,0,54,300,0.61,0.97,0.36
capacity_d3_heldout,1,54,300,0.5533333333333333,0.99,0.43666666666666665
capacity_d3_heldout,2,54,300,0.63,0.9933333333333333,0.36333333333333334
capacity_d3_heldout,0,55,300,0.6233333333333333,0.97,0.3466666666666667
capacity_d3_heldout,1,55,300,0.5566666666666666,0.99,0.43333333333333335
capacity_d3_heldout,2,55,300,0.65,0.9933333333333333,0.3433333333333333
capacity_d3_heldout,0,56,300,0.6433333333333333,0.9733333333333334,0.33
capacity_d3_heldout,1,56,300,0.5666666666666667,0.99,0.42333333333333334
capacity_d3_heldout,2,56,300,0.65,0.9933333333333333,0.3433333333333333
capacity_d3_heldout,0,57,300,0.6466666666666666,0.9733333333333334,0.32666666666666666
capacity_d3_heldout,1,57,300,0.5833333333333334,0.99,0.4066666666666667
capacity_d3_heldout,2,57,300,0.66,0.9933333333333333,0.3333333333333333
capacity_d3_heldout,0,58,300,0.6566666666666666,0.9766666666666667,0.32
capacity_d3_heldout,1,58,300,0.59,0.9933333333333333,0.4033333333333333
capacity_d3_heldout,2,58,300,0.6666666666666666,0.9933333333333333,0.32666666666666666
capacity_d3_heldout,0,59,300,0.6733333333333333,0.9766666666666667,0.30333333333333334
capacity_d3_heldout,1,59,300,0.6,0.9933333333333333,0.3933333333333333
capacity_d3_heldout,2,59,300,0.6766666666666666,0.9933333333333333,0.31666666666666665
capacity_d3_heldout,0,60,300,0.6866666666666666,0.9766666666666667,0.29
capacity_d3_heldout,1,60,300,0.6066666666666667,0.9933333333333333,0.38666666666666666
capacity_d3_heldout,2,60,300,0.6866666666666666,0.9933333333333333,0.30666666666666664
capacity_d3_heldout,0,61,300,0.69,0.9766666666666667,0.2866666666666667
capacity_d3_heldout,1,61,300,0.6066666666666667,0.9933333333333333,0.38666666666666666
capacity_d3_heldout,2,61,300,0.7,0.9933333333333333,0.29333333333333333
capacity_d3_heldout,0,62,300,0.6966666666666667,0.9766666666666667,0.28
capacity_d3_heldout,1,62,300,0.61,0.9933333333333333,0.38333333333333336
capacity_d3_heldout,2,62,300,0.7066666666666667,0.9933333333333333,0.2866666666666667
capacity_d3_heldout,0,63,300,0.7,0.9866666666666667,0.2866666666666667
capacity_d3_heldout,1,63,300,0.6233333333333333,0.9933333333333333,0.37
capacity_d3_heldout,2,63,300,0.71,0.9933333333333333,0.2833333333333333
capacity_d3_heldout,0,64,300,0.7066666666666667,0.9866666666666667,0.28
capacity_d3_heldout,1,64,300,0.63,0.9933333333333333,0.36333333333333334
capacity_d3_heldout,2,64,300,0.7133333333333334,0.9966666666666667,0.2833333333333333
capacity_d3_heldout,0,65,300,0.7166666666666667,0.9866666666666667,0.27
capacity_d3_heldout,1,65,300,0.6533333333333333,0.9933333333333333,0.34
capacity_d3_heldout,2,65,300,0.7133333333333334,0.9966666666666667,0.2833333333333333
capacity_d3_heldout,0,66,300,0.72,0.9866666666666667,0.26666666666666666
capacity_d3_heldout,1,66,300,0.66,0.9933333333333333,0.3333333333333333
capacity_d3_heldout,2,66,300,0.7266666666666667,1.0,0.2733333333333333
capacity_d3_heldout,0,67,300,0.73,0.9866666666666667,0.25666666666666665
capacity_d3_heldout,1,67,300,0.67,0.9966666666666667,0.32666666666666666
capacity_d3_heldout,2,67,300,0.73,1.0,0.27
capacity_d3_heldout,0,68,300,0.75,0.9866666666666667,0.23666666666666666
capacity_d3_heldout,1,68,300,0.6733333333333333,0.9966666666666667,0.3233333333333333
capacity_d3_heldout,2,68,300,0.7333333333333333,1.0,0.26666666666666666
capacity_d3_heldout,0,69,300,0.7566666666666667,0.99,0.23333333333333334
capacity_d3_heldout,1,69,300,0.68,0.9966666666666667,0.31666666666666665
capacity_d3_heldout,2,69,300,0.74,1.0,0.26
capacity_d3_heldout,0,70,300,0.77,0.99,0.22
capacity_d3_heldout,1,70,300,0.69,0.9966666666666667,0.30666666666666664
capacity_d3_heldout,2,70,300,0.7533333333333333,1.0,0.24666666666666667
capacity_d3_heldout,0,71,300,0.77,0.9933333333333333,0.22333333333333333
capacity_d3_heldout,1,71,300,0.7066666666666667,0.9966666666666667,0.29
capacity_d3_heldout,2,71,300,0.76,1.0,0.24
capacity_d3_heldout,0,72,300,0.7766666666666666,0.9933333333333333,0.21666666666666667
capacity_d3_heldout,1,72,300,0.7166666666666667,1.0,0.2833333333333333
capacity_d3_heldout,2,72,300,0.7766666666666666,1.0,0.22333333333333333
capacity_d3_heldout,0,73,300,0.7966666666666666,0.9933333333333333,0.19666666666666666
capacity_d3_heldout,1,73,300,0.7166666666666667,1.0,0.2833333333333333
capacity_d3_heldout,2,73,300,0.7866666666666666,1.0,0.21333333333333335
capacity_d3_heldout,0,74,300,0.7966666666666666,0.9933333333333333,0.19666666666666666
capacity_d3_heldout,1,74,300,0.7266666666666667,1.0,0.2733333333333333
capacity_d3_heldout,2,74,300,0.79,1.0,0.21
capacity_d3_heldout,0,75,300,0.8,0.9933333333333333,0.19333333333333333
capacity_d3_heldout,1,75,300,0.7366666666666667,1.0,0.2633333333333333
capacity_d3_heldout,2,75,300,0.7933333333333333,1.0,0.20666666666666667
capacity_d3_heldout,0,76,300,0.8033333333333333,0.9933333333333333,0.19
capacity_d3_heldout,1,76,300,0.75,1.0,0.25
capacity_d3_heldout,2,76,300,0.7966666666666666,1.0,0.20333333333333334
capacity_d3_heldout,0,77,300,0.8066666666666666,0.9933333333333333,0.18666666666666668
capacity_d3_heldout,1,77,300,0.7633333333333333,1.0,0.23666666666666666
capacity_d3_heldout,2,77,300,0.8033333333333333,1.0,0.19666666666666666
capacity_d3_heldout,0,78,300,0.8133333333333334,0.9933333333333333,0.18
capacity_d3_heldout,1,78,300,0.7733333333333333,1.0,0.22666666666666666
capacity_d3_heldout,2,78,300,0.8133333333333334,1.0,0.18666666666666668
capacity_d3_heldout,0,79,300,0.82,0.9933333333333333,0.17333333333333334
capacity_d3_heldout,1,79,300,0.7766666666666666,1.0,0.22333333333333333
capacity_d3_heldout,2,79,300,0.8166666666666667,1.0,0.18333333333333332
capacity_d3_heldout,0,80,300,0.8233333333333334,0.9933333333333333,0.17
capacity_d3_heldout,1,80,300,0.7766666666666666,1.0,0.22333333333333333
capacity_d3_heldout,2,80,300,0.8233333333333334,1.0,0.17666666666666667
capacity_d3_heldout,0,81,300,0.83,0.9933333333333333,0.16333333333333333
capacity_d3_heldout,1,81,300,0.7866666666666666,1.0,0.21333333333333335
capacity_d3_heldout,2,81,300,0.83,1.0,0.17
capacity_d3_heldout,0,82,300,0.84,0.9933333333333333,0.15333333333333332
capacity_d3_heldout,1,82,300,0.7966666666666666,1.0,0.20333333333333334
capacity_d3_heldout,2,82,300,0.83,1.0,0.17
capacity_d3_heldout,0,83,300,0.8466666666666667,0.9933333333333333,0.14666666666666667
capacity_d3_heldout,1,83,300,0.8066666666666666,1.0,0.19333333333333333
capacity_d3_heldout,2,83,300,0.8333333333333334,1.0,0.16666666666666666
capacity_d3_heldout,0,84,300,0.85,0.9933333333333333,0.14333333333333334
capacity_d3_heldout,1,84,300,0.81,1.0,0.19
capacity_d3_heldout,2,84,300,0.8366666666666667,1.0,0.16333333333333333
capacity_d3_heldout,0,85,300,0.8533333333333334,0.9966666666666667,0.14333333333333334
capacity_d3_heldout,1,85,300,0.82,1.0,0.18
capacity_d3_heldout,2,85,300,0.84,1.0,0.16
capacity_d3_heldout,0,86,300,0.8533333333333334,0.9966666666666667,0.14333333333333334
capacity_d3_heldout,1,86,300,0.82,1.0,0.18
capacity_d3_heldout,2,86,300,0.8433333333333334,1.0,0.15666666666666668
capacity_d3_heldout,0,87,300,0.86,0.9966666666666667,0.13666666666666666
capacity_d3_heldout,1,87,300,0.83,1.0,0.17
capacity_d3_heldout,2,87,300,0.85,1.0,0.15
capacity_d3_heldout,0,88,300,0.8666666666666667,0.9966666666666667,0.13
capacity_d3_heldout,1,88,300,0.84,1.0,0.16
capacity_d3_heldout,2,88,300,0.8533333333333334,1.0,0.14666666666666667
capacity_d3_heldout,0,89,300,0.87,0.9966666666666667,0.12666666666666668
capacity_d3_heldout,1,89,300,0.8466666666666667,1.0,0.15333333333333332
capacity_d3_heldout,2,89,300,0.8633333333333333,1.0,0.13666666666666666
capacity_d3_heldout,0,90,300,0.88,1.0,0.12
capacity_d3_heldout,1,90,300,0.85,1.0,0.15
capacity_d3_heldout,2,90,300,0.87,1.0,0.13
capacity_d3_heldout,0,91,300,0.88,1.0,0.12
capacity_d3_heldout,1,91,300,0.8566666666666667,1.0,0.14333333333333334
capacity_d3_heldout,2,91,300,0.8833333333333333,1.0,0.11666666666666667
capacity_d3_heldout,0,92,300,0.8833333333333333,1.0,0.11666666666666667
capacity_d3_heldout,1,92,300,0.8566666666666667,1.0,0.14333333333333334
capacity_d3_heldout,2,92,300,0.89,1.0,0.11
capacity_d3_heldout,0,93,300,0.8833333333333333,1.0,0.11666666666666667
capacity_d3_heldout,1,93,300,0.86,1.0,0.14
capacity_d3_heldout,2,93,300,0.89,1.0,0.11
capacity_d3_heldout,0,94,300,0.8866666666666667,1.0,0.11333333333333333
capacity_d3_heldout,1,94,300,0.86,1.0,0.14
capacity_d3_heldout,2,94,300,0.8933333333333333,1.0,0.10666666666666667
capacity_d3_heldout,0,95,300,0.89,1.0,0.11
capacity_d3_heldout,1,95,300,0.8666666666666667,1.0,0.13333333333333333
capacity_d3_heldout,2,95,300,0.8966666666666666,1.0,0.10333333333333333
capacity_d3_heldout,0,96,300,0.8933333333333333,1.0,0.10666666666666667
capacity_d3_heldout,1,96,300,0.87,1.0,0.13
capacity_d3_heldout,2,96,300,0.9033333333333333,1.0,0.09666666666666666
capacity_d3_heldout,0,97,300,0.9033333333333333,1.0,0.09666666666666666
capacity_d3_heldout,1,97,300,0.87,1.0,0.13
capacity_d3_heldout,2,97,300,0.9066666666666666,1.0,0.09333333333333334
capacity_d3_heldout,0,98,300,0.9133333333333333,1.0,0.08666666666666667
capacity_d3_heldout,1,98,300,0.8833333333333333,1.0,0.11666666666666667
capacity_d3_heldout,2,98,300,0.9066666666666666,1.0,0.09333333333333334
capacity_d3_heldout,0,99,300,0.92,1.0,0.08
capacity_d3_heldout,1,99,300,0.8933333333333333,1.0,0.10666666666666667
capacity_d3_heldout,2,99,300,0.9066666666666666,1.0,0.09333333333333334
capacity_d3_heldout,0,100,300,0.9233333333333333,1.0,0.07666666666666666
capacity_d3_heldout,1,100,300,0.9033333333333333,1.0,0.09666666666666666
capacity_d3_heldout,2,100,300,0.91,1.0,0.09
capacity_d3_heldout,0,101,300,0.9233333333333333,1.0,0.07666666666666666
capacity_d3_heldout,1,101,300,0.9133333333333333,1.0,0.08666666666666667
capacity_d3_heldout,2,101,300,0.9133333333333333,1.0,0.08666666666666667
capacity_d3_heldout,0,102,300,0.9266666666666666,1.0,0.07333333333333333
capacity_d3_heldout,1,102,300,0.9233333333333333,1.0,0.07666666666666666
capacity_d3_heldout,2,102,300,0.9233333333333333,1.0,0.07666666666666666
capacity_d3_heldout,0,103,300,0.9333333333333333,1.0,0.06666666666666667
capacity_d3_heldout,1,103,300,0.9233333333333333,1.0,0.07666666666666666
capacity_d3_heldout,2,103,300,0.93,1.0,0.07
capacity_d3_heldout,0,104,300,0.9333333333333333,1.0,0.06666666666666667
capacity_d3_heldout,1,104,300,0.9233333333333333,1.0,0.07666666666666666
capacity_d3_heldout,2,104,300,0.9333333333333333,1.0,0.06666666666666667
capacity_d3_heldout,0,105,300,0.9333333333333333,1.0,0.06666666666666667
capacity_d3_heldout,1,105,300,0.9266666666666666,1.0,0.07333333333333333
capacity_d3_heldout,2,105,300,0.94,1.0,0.06
capacity_d3_heldout,0,106,300,0.9433333333333334,1.0,0.056666666666666664
capacity_d3_heldout,1,106,300,0.9266666666666666,1.0,0.07333333333333333
capacity_d3_heldout,2,106,300,0.94,1.0,0.06
capacity_d3_heldout,0,107,300,0.9433333333333334,1.0,0.056666666666666664
capacity_d3_heldout,1,107,300,0.93,1.0,0.07
capacity_d3_heldout,2,107,300,0.9433333333333334,1.0,0.056666666666666664
capacity_d3_heldout,0,108,300,0.9433333333333334,1.0,0.056666666666666664
capacity_d3_heldout,1,108,300,0.93,1.0,0.07
capacity_d3_heldout,2,108,300,0.95,1.0,0.05
capacity_d3_heldout,0,109,300,0.9466666666666667,1.0,0.05333333333333334
capacity_d3_heldout,1,109,300,0.9333333333333333,1.0,0.06666666666666667
capacity_d3_heldout,2,109,300,0.9533333333333334,1.0,0.04666666666666667
capacity_d3_heldout,0,110,300,0.95,1.0,0.05
capacity_d3_heldout,1,110,300,0.94,1.0,0.06
capacity_d3_heldout,2,110,300,0.96,1.0,0.04
capacity_d3_heldout,0,111,300,0.96,1.0,0.04
capacity_d3_heldout,1,111,300,0.94,1.0,0.06
capacity_d3_heldout,2,111,300,0.9633333333333334,1.0,0.03666666666666667
capacity_d3_heldout,0,112,300,0.9633333333333334,1.0,0.03666666666666667
capacity_d3_heldout,1,112,300,0.95,1.0,0.05
capacity_d3_heldout,2,112,300,0.97,1.0,0.03
capacity_d3_heldout,0,113,300,0.97,1.0,0.03
capacity_d3_heldout,1,113,300,0.9533333333333334,1.0,0.04666666666666667
capacity_d3_heldout,2,113,300,0.97,1.0,0.03
capacity_d3_heldout,0,114,300,0.97,1.0,0.03
capacity_d3_heldout,1,114,300,0.96,1.0,0.04
capacity_d3_heldout,2,114,300,0.97,1.0,0.03
capacity_d3_heldout,0,115,300,0.9733333333333334,1.0,0.02666666666666667
capacity_d3_heldout,1,115,300,0.9633333333333334,1.0,0.03666666666666667
capacity_d3_heldout,2,115,300,0.9733333333333334,1.0,0.02666666666666667
capacity_d3_heldout,0,116,300,0.9733333333333334,1.0,0.02666666666666667
capacity_d3_heldout,1,116,300,0.9666666666666667,1.0,0.03333333333333333
capacity_d3_heldout,2,116,300,0.9766666666666667,1.0,0.023333333333333334
capacity_d3_heldout,0,117,300,0.9766666666666667,1.0,0.023333333333333334
capacity_d3_heldout,1,117,300,0.97,1.0,0.03
capacity_d3_heldout,2,117,300,0.9833333333333333,1.0,0.016666666666666666
capacity_d3_heldout,0,118,300,0.98,1.0,0.02
capacity_d3_heldout,1,118,300,0.9766666666666667,1.0,0.023333333333333334
capacity_d3_heldout,2,118,300,0.9833333333333333,1.0,0.016666666666666666
capacity_d3_heldout,0,119,300,0.98,1.0,0.02
capacity_d3_heldout,1,119,300,0.98,1.0,0.02
capacity_d3_heldout,2,119,300,0.9866666666666667,1.0,0.013333333333333334
capacity_d3_heldout,0,120,300,0.98,1.0,0.02
capacity_d3_heldout,1,120,300,0.9866666666666667,1.0,0.013333333333333334
capacity_d3_heldout,2,120,300,0.9866666666666667,1.0,0.013333333333333334
capacity_d3_heldout,0,121,300,0.9833333333333333,1.0,0.016666666666666666
capacity_d3_heldout,1,121,300,0.9866666666666667,1.0,0.013333333333333334
capacity_d3_heldout,2,121,300,0.9933333333333333,1.0,0.006666666666666667
capacity_d3_heldout,0,122,300,0.9833333333333333,1.0,0.016666666666666666
capacity_d3_heldout,1,122,300,0.99,1.0,0.01
capacity_d3_heldout,2,122,300,1.0,1.0,0.0
capacity_d3_heldout,0,123,300,0.99,1.0,0.01
capacity_d3_heldout,1,123,300,0.9933333333333333,1.0,0.006666666666666667
capacity_d3_heldout,2,123,300,1.0,1.0,0.0
capacity_d3_heldout,0,124,300,1.0,1.0,0.0
capacity_d3_heldout,1,124,300,0.9966666666666667,1.0,0.0033333333333333335
capacity_d3_heldout,2,124,300,1.0,1.0,0.0
capacity_d3_heldout,0,125,300,1.0,1.0,0.0
capacity_d3_heldout,1,125,300,1.0,1.0,0.0
capacity_d3_heldout,2,125,300,1.0,1.0,0.0
